,Implement,Load_Percentage,Speed,Area_Covered,HP_of_Tractor,Working_Depth,Working_Width,Fuel_Consumed,Fuel_Efficiency,Soil_Type,Terrain_Condition
737,Harrow,62.32775959808951,7.638310019763289,3.5539665865420296,99.23596887358387,9.520369529159451,,26.71,7.52,Sandy,Hilly
738,Rotavator,94.8275881360191,9.50996912989605,3.282220518599474,51.71681475086496,27.535123108996512,,59.44,18.11,Silty,Very Hilly
739,Plow,90.95538295775555,2.8260069044409803,2.3693829773254773,53.79817361219895,28.74326475561658,,21.55,9.1,Clay,Slightly Hilly
740,Harrow,91.64775783513382,8.226897070325697,2.0628998977992046,91.7917371946212,17.422487566825275,,28.37,13.75,Sandy,Very Hilly
741,Harrow,69.91745544121562,7.021762313782006,0.8847037086723659,61.091509532902194,16.934973757532564,,9.16,10.35,Silty,Flat
742,Harrow,84.658632206499,2.7971219297754493,3.1923395910923604,88.81267369121073,19.92205789561799,,23.14,7.25,Clay,Hilly
743,Plow,61.747476468301734,3.9930981807171175,3.4836927106695526,86.96466805812238,16.967102959900153,,18.71,5.37,Clay,Hilly
744,Rotavator,54.50862753152783,7.409695422916443,4.80321528526784,50.58539262196814,13.406776084908687,,30.3,6.31,Clay,Slightly Hilly
745,Harrow,78.83577670632567,3.2721313727946786,3.443162080585584,37.67327651568189,5.439506205043386,,3.77,1.1,Silty,Slightly Hilly
746,Plow,79.55970684350692,2.107021827647565,1.4710389406811155,86.42953753522411,26.155863258995602,,10.55,7.17,Silty,Slightly Hilly
747,Seeder,76.33746341384872,7.427047914260502,0.8664795849094964,80.82526978344384,,2.3848913882399545,20.28,23.4,Sandy,Hilly
748,Rotavator,58.147070169142474,6.426935356886221,0.7728381180338055,79.55357930207711,25.24336411318425,,11.23,14.53,Silty,Hilly
749,Harrow,62.32572355185444,7.006896572517672,3.5057254594209666,78.58894881392224,7.968120667597027,,14.32,4.09,Loamy,Hilly
750,Harrow,90.09436840531447,9.494563220802023,4.593911406781696,54.83380738245441,20.432666655431984,,130.79,28.47,Clay,Flat
751,Rotavator,94.09476334001093,8.53778162351976,0.5614322444399097,76.88042985136414,8.000092956461412,,4.7,8.37,Silty,Slightly Hilly
752,Harrow,58.45496254388171,5.039103695868145,1.0172798628807451,80.8680333098001,8.762212058455127,,4.32,4.24,Loamy,Hilly
753,Rotavator,55.25257537986154,5.643564804219264,2.9601619929248715,50.352161237266024,11.899500337006419,,9.55,3.23,Loamy,Flat
754,Harrow,86.59987452315048,6.031224147632256,3.959246552280586,47.23307720138817,17.890733977856424,,38.3,9.67,Clay,Hilly
755,Plow,78.02852644228004,5.356825584635289,4.351781450885157,59.33150934250011,17.839823356454126,,33.19,7.63,Clay,Hilly
756,Rotavator,78.5806394537192,3.579900498699291,3.0159961770474277,55.16032578052402,6.13769323218684,,6.81,2.26,Clay,Flat
757,Harrow,88.69639151071318,6.887234663214282,3.7037451069705076,76.05618245868419,25.72406985476968,,91.18,24.62,Silty,Hilly
758,Sprayer,86.6301738347736,3.251752318236518,1.6648439770960193,34.50404776772659,,2.427342021013911,19.63,11.79,Silty,Flat
759,Harrow,83.29963306301596,4.908060951174648,1.1507049289740088,42.15543670850649,8.070263085757063,,5.05,4.39,Clay,Flat
760,Rotavator,97.05324399465593,7.017232193812591,3.391323512934056,92.65950896880419,16.638774885320096,,76.44,22.54,Clay,Flat
761,Rotavator,88.254323812892,3.522426873573542,3.8418900781849903,60.37947485355983,11.075362111331348,,14.46,3.76,Loamy,Slightly Hilly
762,Seeder,77.22088495798135,3.7328009409216474,4.762293452485247,47.491921902884016,,1.166335673102551,25.58,5.37,Clay,Slightly Hilly
763,Rotavator,72.15323007485495,2.9009296549880172,1.6768485728980282,78.85054947139625,17.499048536456606,,6.63,3.95,Sandy,Hilly
764,Harrow,74.996513471453,5.651171316465757,4.265239849941514,48.911336055107796,13.255703509949813,,18.51,4.34,Sandy,Flat
765,Seeder,78.4056760587334,5.644602202167878,3.588287304569076,88.2618029273558,,1.592543112305008,70.22,19.57,Clay,Slightly Hilly
767,Rotavator,68.99228950124595,3.0610510065294987,3.763765336867612,97.26383021497473,16.337895984033302,,12.33,3.28,Sandy,Very Hilly
769,Rotavator,98.83645535550565,5.922490682753308,1.686841947714121,32.7082065957373,26.886892821226507,,15.59,9.24,Silty,Slightly Hilly
770,Sprayer,97.04008694002837,4.325623153451916,2.412502588557814,61.45401648313934,,1.7954362606354874,48.02,19.9,Sandy,Flat
771,Plow,64.74913389454045,3.6236350550947467,0.763987307120338,30.924722692608263,9.034964435501282,,1.16,1.52,Silty,Flat
772,Rotavator,54.81695199180472,2.444549793318666,2.8644488344594055,78.03440484955578,22.865132586396086,,8.9,3.11,Sandy,Hilly
774,Harrow,77.33932493800688,6.746186992497546,0.9785400079559414,68.20026837195334,20.7325626528377,,15.45,15.79,Clay,Very Hilly
775,Harrow,71.85975758502929,7.900133175759124,0.539866349066314,51.2886098434451,18.097311973333007,,4.57,8.46,Clay,Very Hilly
776,Seeder,71.97085178489448,9.177836743348228,4.330343450823953,74.70035796401243,,2.6511966247686507,159.4,36.81,Clay,Slightly Hilly
777,Seeder,91.9638301437925,3.878590312284487,4.5562997319196405,81.44342131940311,,3.02561036797052,82.79,18.17,Sandy,Flat
778,Harrow,56.04883626083394,5.518023804252676,0.551878259661305,44.21018731959341,6.602260142806464,,0.85,1.53,Silty,Hilly
779,Rotavator,97.10807877166451,4.620353858556221,0.8644667231518808,97.31940536433888,28.632116100395532,,10.29,11.91,Sandy,Very Hilly
780,Seeder,76.56392532533255,7.616887142952121,1.892550763076871,40.61886586018934,,1.9279598644910898,18.82,9.94,Sandy,Flat
781,Sprayer,97.09325269838018,4.7981237399603645,2.2003758377958302,90.44519107089369,,2.036757700974724,74.7,33.95,Silty,Very Hilly
783,Seeder,97.09494284374261,7.956936441147179,0.578166693923385,58.2729032874348,,2.204697262633871,20.87,36.11,Clay,Slightly Hilly
784,Seeder,63.74884140359719,8.425789150659643,1.366631793819877,35.388928405493814,,1.5044067898105067,8.18,5.99,Sandy,Hilly
785,Rotavator,80.41767978807023,8.148794897156849,2.0560553882217514,56.07066590039599,14.94710414302662,,20.06,9.75,Loamy,Slightly Hilly
786,Harrow,52.297850368271334,4.519227252358633,4.827874565859976,58.24199467592959,5.603596363231934,,10.48,2.17,Clay,Slightly Hilly
787,Rotavator,52.85090533709375,5.236208085147594,2.4191645788339557,99.20652484139534,14.501665283840351,,13.44,5.55,Clay,Very Hilly
788,Rotavator,65.34610736060115,4.350384753932101,0.9846394140977798,42.947028840438634,15.266514078474707,,3.3,3.35,Clay,Slightly Hilly
789,Plow,51.69456414549739,6.2932108546361505,0.5006555273641496,90.4336134179502,10.12709813561123,,2.66,5.32,Clay,Flat
790,Rotavator,62.80973863792214,2.972366471049426,3.257904517253506,57.3103699476941,10.463901576907862,,7.61,2.34,Clay,Flat
791,Plow,98.52794229516564,8.414390655415358,2.434654430310265,42.84191194953997,12.46782917685163,,17.03,7.0,Silty,Hilly
792,Harrow,83.45681920324881,3.4869701681582717,1.9137711903401842,64.203655984956,22.07022597584407,,13.88,7.25,Clay,Very Hilly
793,Seeder,65.03644065715768,2.5093944141930864,0.6596440374504187,93.84019466798932,,2.830927951344989,4.42,6.7,Sandy,Very Hilly
794,Seeder,92.95614430203398,7.174442439755498,1.0917472905403383,72.76625724233259,,1.583934832585292,15.07,13.81,Sandy,Slightly Hilly
795,Harrow,86.56478151546901,4.7562544785655385,1.7953687154362696,64.91496845018727,20.740921597289216,,15.17,8.45,Sandy,Slightly Hilly
796,Plow,93.3332213557688,2.2882179329739785,4.808386675317609,59.343120026493395,20.858988512851376,,24.87,5.17,Silty,Slightly Hilly
797,Sprayer,57.67582608613161,3.279854894732116,3.54611017418386,79.25120709778025,,3.1711910006463797,55.09,15.54,Clay,Very Hilly
798,Sprayer,74.75573948203669,9.467867043114792,0.8220178787093917,33.847277059211294,,1.2676362950112676,10.07,12.25,Silty,Hilly
799,Harrow,80.34272529606609,5.614654372342822,1.859146969959702,80.66930052189491,22.446181446198224,,44.78,24.08,Silty,Flat
800,Sprayer,99.46917020513138,2.845139445567572,2.396840020383051,54.92068240559547,,3.2231169782600926,54.83,22.88,Clay,Flat
801,Harrow,69.09718929486851,2.647927111555104,2.8457286447529575,62.89499883718957,7.534885812690363,,4.64,1.63,Sandy,Slightly Hilly
802,Rotavator,53.62138449822828,5.721592860787179,4.739560823790116,30.126693639860985,11.175911297207298,,10.4,2.19,Silty,Slightly Hilly
803,Sprayer,93.71862014656038,3.629011174155572,2.49989803343319,46.4996834068847,,3.341941992535827,27.06,10.83,Sandy,Very Hilly
804,Seeder,84.38015429892401,7.096554694502762,4.858422795385294,37.964013657016466,,1.8698594510317956,45.32,9.33,Sandy,Hilly
805,Seeder,60.55894421137069,3.4893546721002275,2.6138090766447744,33.37753213494332,,2.2350871353657014,6.91,2.64,Sandy,Very Hilly
806,Seeder,62.409304562203644,8.347723883022791,1.7772316907303263,83.88325778299077,,2.5625210460670953,42.5,23.91,Silty,Very Hilly
807,Harrow,66.60305863292523,7.1160217943907735,1.2236184591625967,39.988905064970496,15.969603751253535,,3.66,2.99,Sandy,Very Hilly
809,Rotavator,89.02029685359526,8.263773314815568,4.265699643562936,48.957900130240446,10.744265255710992,,16.52,3.87,Sandy,Very Hilly
810,Rotavator,74.67877211718958,3.6527643340414526,3.3571196159208987,57.61769446383288,25.028990987870973,,14.79,4.41,Sandy,Very Hilly
811,Harrow,79.95756693477128,8.820339271204343,1.499768716410111,31.266387717817896,25.484907795847537,,10.94,7.29,Loamy,Very Hilly
812,Plow,72.28774233966008,3.1143831513871474,1.7744211808896153,37.51844599202019,12.382483681158517,,1.7,0.96,Sandy,Hilly
813,Rotavator,71.22067923355553,3.671964335465627,3.117916966965515,73.14001063073502,27.694900364064416,,16.17,5.19,Sandy,Very Hilly
814,Harrow,81.10247698281104,5.453023906158137,1.1454659099614302,30.280243713937946,24.13254006587192,,8.35,7.29,Clay,Slightly Hilly
815,Seeder,92.1156523178802,4.209071034646476,3.4989755407554415,59.465405912926926,,2.743162254990107,55.21,15.78,Loamy,Flat
816,Plow,95.35928431907027,5.440541690222568,4.338249449292157,41.41562664575139,14.466095774185476,,12.26,2.83,Sandy,Very Hilly
817,Sprayer,98.63300855127565,4.71902569993931,0.9031043901742255,61.20878674619301,,1.3472785117755925,12.9,14.28,Sandy,Slightly Hilly
819,Harrow,89.81042139349452,6.714371527119388,3.9328813653287935,61.536488285627954,11.862403349256947,,28.82,7.33,Sandy,Flat
820,Plow,70.19888644514363,2.1084562073574604,2.718210648381159,82.75899101871187,21.552564697303985,,12.06,4.44,Clay,Very Hilly
821,Rotavator,92.14729530740237,4.21884007833333,3.667933893989606,49.21052882649406,28.93289854363188,,43.8,11.94,Clay,Slightly Hilly
822,Rotavator,90.50635660758721,6.25426632447641,1.981967095478135,88.14115203101588,13.687465013041438,,33.23,16.77,Silty,Flat
823,Rotavator,79.40510294189463,8.556460995022185,2.6462929797772454,42.982908687592946,20.87034077178132,,32.48,12.27,Loamy,Flat
824,Plow,87.81706163451739,8.687618782479888,1.469774366425917,75.7101630796274,25.46704522969005,,33.76,22.97,Silty,Very Hilly
825,Seeder,98.34033443497026,5.499286489424316,4.43294792856789,69.24460901303439,,3.031616352163129,150.34,33.91,Clay,Hilly
826,Rotavator,92.00331747485218,8.588735253790173,3.6214976125474445,40.05250626664107,18.068872557914,,45.91,12.68,Silty,Slightly Hilly
827,Plow,65.10828991026627,2.496839435912926,0.6683362834855355,61.92704356850973,22.766630240037493,,2.67,4.0,Clay,Flat
828,Rotavator,68.83448382728882,9.51407925359386,4.366709458840644,40.58569247354359,26.421191394058177,,40.46,9.27,Loamy,Hilly
829,Plow,80.97970879219369,8.124154225674552,4.554497499971272,40.58282498798593,9.47428716787072,,15.7,3.45,Silty,Hilly
830,Harrow,93.15184339443687,6.8941055337451065,1.534376099910442,49.60469073040221,23.696587050970948,,14.0,9.13,Loamy,Very Hilly
831,Plow,52.66437349800619,3.793278828482844,4.481380094761734,31.403040414982485,23.858508590967542,,7.49,1.67,Loamy,Very Hilly
832,Rotavator,50.346750269418486,8.298953093908178,0.5563692924225929,89.02582999584021,12.177993815731831,,4.26,7.65,Silty,Very Hilly
833,Rotavator,98.93168142400798,5.674176061341871,2.133855048090697,84.37752087527818,18.558962567100416,,33.1,15.51,Loamy,Slightly Hilly
834,Plow,62.15618211422182,3.992441955869791,2.5785469014899083,61.91490624365518,9.236881096832345,,6.83,2.65,Silty,Slightly Hilly
835,Seeder,82.85493965631133,6.047681049497247,0.9345404510059272,78.96814053069063,,2.54571020491061,27.21,29.11,Loamy,Flat
836,Plow,87.90550528258507,7.559962059315131,4.215403396675788,68.35030175336466,28.989655613131195,,99.68,23.65,Silty,Slightly Hilly
837,Plow,58.61815866789507,4.231177327768051,1.74128642755384,48.09380917211327,25.50407901609245,,8.4,4.82,Loamy,Flat
838,Seeder,59.51693479308929,7.467694149416102,2.8294495826774413,97.22266240271131,,2.0070439229707278,66.77,23.6,Sandy,Flat
839,Seeder,60.34805164010814,6.211218659592187,1.3348509434411833,68.59141571193683,,3.297820858700774,44.68,33.47,Clay,Flat
840,Harrow,74.49927729054545,7.609533170058676,4.25415336043138,93.41558119484375,20.894988145268236,,94.21,22.15,Clay,Hilly
841,Sprayer,82.82515958169873,7.368911362695054,4.502783969353494,41.46606845542452,,3.305124026235499,166.23,36.92,Silty,Hilly
842,Harrow,89.20524842654427,4.261388596202074,3.568080967099236,45.500615768775276,25.122193643020243,,28.6,8.01,Loamy,Flat
843,Seeder,81.13338570760453,2.0876842589806754,2.6265536593376986,56.44591036084169,,3.75087395405677,32.84,12.5,Loamy,Flat
844,Rotavator,56.224271409374296,4.3660475293301495,3.4993556242583956,56.217107628758384,6.199169035046174,,6.82,1.95,Clay,Flat
845,Plow,78.4652194247999,7.316595791334696,2.8370268846459887,55.388633788159794,18.585956302261266,,22.01,7.76,Loamy,Very Hilly
849,Harrow,85.59014496150478,5.708225995104485,0.9540213557388799,80.68127888893363,13.761524702205865,,16.57,17.37,Clay,Flat
850,Harrow,78.4483393326362,4.476590364736175,1.9984116004843517,56.2388529002485,14.693362331764085,,10.5,5.26,Silty,Slightly Hilly
851,Harrow,86.38522501436324,8.940453747206341,2.441220132974676,72.19521614868256,17.3288829197785,,54.77,22.44,Silty,Slightly Hilly
852,Seeder,75.55497105805124,2.037768627917675,0.6668695324909646,59.16913863465713,,1.9091005719411795,2.99,4.49,Silty,Hilly
853,Sprayer,98.2364125526886,5.756193296705977,2.497268338498425,45.60981826662683,,2.8399493716941286,91.1,36.48,Silty,Slightly Hilly
854,Sprayer,56.429362958025706,5.901280864104134,3.013589922745739,91.03454210089174,,1.3862903445298134,26.06,8.65,Sandy,Very Hilly
855,Harrow,76.44791118316213,9.001175234578504,1.6314490952529326,92.29482057337695,23.2532068723431,,44.3,27.15,Sandy,Slightly Hilly
856,Plow,64.51224892706556,4.443711406937037,0.6689324068524094,82.72502597729907,13.553941195285988,,2.66,3.97,Silty,Very Hilly
857,Plow,64.82932607545945,2.5568719428749382,3.1541139166836234,57.94198572328844,10.329612241686384,,6.87,2.18,Silty,Flat
858,Sprayer,95.68725436457123,5.72821085862734,4.693347550589371,45.312605092488454,,1.2150764214780079,52.71,11.23,Silty,Hilly
859,Seeder,54.538301043474824,5.4182477741542705,2.126437862644476,61.77657370282934,,1.283905521838065,13.76,6.47,Silty,Slightly Hilly
860,Sprayer,67.0658866618136,9.082783774205605,2.92621714863556,42.66653115940327,,1.293184576965275,35.89,12.27,Silty,Very Hilly
861,Plow,69.36771022203266,6.029633365696948,4.818781642080277,54.270634214956004,8.656715940063808,,15.66,3.25,Clay,Hilly
862,Plow,88.70862136778395,9.381950969294763,1.3152806707061768,68.64076309737848,17.827541916060603,,12.26,9.32,Sandy,Very Hilly
863,Harrow,97.48775499543027,6.155569950859788,4.965400329010945,41.61290877492161,26.68083484473203,,45.04,9.07,Sandy,Slightly Hilly
864,Sprayer,51.2777528568233,8.598565566968402,4.547196544096917,43.73111741044671,,1.1780612674868909,40.64,8.94,Sandy,Flat
865,Harrow,63.20055890621552,8.818271124618295,1.863462821018238,67.88250470105096,20.904994569684696,,23.72,12.73,Loamy,Slightly Hilly
866,Seeder,86.45674941894072,2.714342659829386,4.574843676421179,91.06184009712752,,1.8984800926679741,34.61,7.57,Sandy,Very Hilly
867,Harrow,66.34086557872084,4.641776786567507,2.765892660025653,37.969857822751386,20.959617598707396,,9.02,3.26,Silty,Very Hilly
868,Plow,62.42017720944558,6.235934155396936,4.132688573244275,60.049135143566915,9.946869086963554,,15.24,3.69,Silty,Flat
869,Seeder,94.04190440716852,3.916221550922005,0.9520414858808022,97.92816565027773,,2.6898016137973326,18.69,19.63,Loamy,Very Hilly
870,Rotavator,79.09663961029023,2.1495943292819923,4.271995518681264,68.63015681992732,8.747913910290196,,5.7,1.33,Clay,Very Hilly
871,Plow,50.14281206334428,5.662940620636586,2.402785630956264,40.47626420153416,28.287129818359944,,11.98,4.98,Silty,Slightly Hilly
873,Rotavator,79.52745462935086,8.235982683831406,3.5267847462094544,50.09522188454007,12.252170100570062,,20.45,5.8,Sandy,Hilly
875,Plow,70.08845228802414,2.8037463024764095,4.781244397677149,43.31171656850349,10.343620578675631,,6.95,1.45,Clay,Very Hilly
876,Plow,66.36259098174551,3.9667659613114994,3.692900523998534,89.4908643567899,20.688963792860818,,29.59,8.01,Clay,Hilly
877,Harrow,84.04172821872015,6.312672924766621,0.6224212382463905,53.22158949261107,25.480696712284935,,7.63,12.26,Sandy,Slightly Hilly
878,Plow,53.63708007962965,5.111607839943582,2.301846157890173,76.00895862393259,19.855744517480776,,13.72,5.96,Loamy,Slightly Hilly
879,Plow,56.70844125876768,9.632022094642835,3.892775697383591,75.4012884235612,24.120323515841562,,76.01,19.53,Clay,Slightly Hilly
880,Rotavator,84.67109270276615,7.696991665971775,2.2050850151463273,94.16018301340814,12.644328630357599,,18.21,8.26,Sandy,Very Hilly
881,Plow,51.50680181135645,9.197355621024876,1.5277393080765582,45.54236433603537,18.384109437931173,,12.95,8.47,Silty,Flat
882,Seeder,70.07395706023225,5.008572396968347,3.705568825112538,39.676762554530264,,1.176062507636701,13.03,3.52,Loamy,Very Hilly
884,Rotavator,94.58168600214826,5.521430244615034,2.769874738156858,69.76549138971885,20.58542911082986,,39.01,14.08,Silty,Flat
885,Harrow,91.86079442216325,6.310432528916295,4.39632662219776,59.13154786310899,26.903949277961534,,101.66,23.12,Silty,Slightly Hilly
887,Rotavator,91.62375832690569,4.032566649377054,3.6144406337278747,32.342966714962394,19.902321569365903,,9.7,2.68,Loamy,Very Hilly
888,Seeder,87.39408926231079,7.716092206054289,3.1490593410150165,32.46375410773893,,3.5512189691014764,71.1,22.58,Loamy,Flat
889,Plow,86.52166462451177,2.907006000043949,4.087579251777628,63.77743396919997,9.776328527997972,,11.5,2.81,Loamy,Flat
890,Sprayer,73.56602014921604,5.593786453927606,2.0681530495662326,67.43867327042022,,2.4350410521612726,58.33,28.21,Silty,Hilly
891,Sprayer,50.51964415797778,2.704831820421516,1.5173426307005515,95.73537885602212,,2.9580823515902654,21.59,14.23,Loamy,Hilly
894,Sprayer,67.69143501911313,2.408612033906424,1.633958740271787,75.72066310791439,,2.92078397249509,22.7,13.9,Clay,Hilly
898,Harrow,96.45786418514767,2.8838362406698064,3.278842111339919,55.25020026511999,5.694284559391095,,4.37,1.33,Silty,Very Hilly
899,Harrow,64.26206873854471,4.934555863486135,4.892019237330605,38.00313709552661,12.19081116251757,,17.09,3.49,Clay,Slightly Hilly
900,Plow,99.92242249283208,7.847895223785643,3.9587754845228824,79.58635028382648,29.18089675838761,,112.84,28.5,Loamy,Hilly
901,Plow,54.64417627967703,9.409568840752948,4.505152616948856,74.107364057193,5.6960131170688,,18.2,4.04,Silty,Slightly Hilly
902,Harrow,96.46023878801094,4.621020052498692,1.8822800903327106,38.13216765226946,25.783126709075272,,11.33,6.02,Sandy,Slightly Hilly
903,Seeder,90.62761400233191,9.73641005215618,3.7346931420204452,53.137605197136665,,3.4655476505861467,129.58,34.7,Loamy,Hilly
904,Rotavator,98.20938310791587,2.9395606829222203,4.405956195772156,31.550892027139678,21.71041852219253,,16.9,3.84,Clay,Flat
905,Sprayer,50.47140410572069,3.609234629332544,3.097064565431787,95.08236363476773,,1.7209501414732742,38.93,12.57,Silty,Slightly Hilly
906,Plow,76.91875873010167,5.507302956856986,4.952723445647947,31.152511160764426,21.951470085826482,,21.79,4.4,Loamy,Flat
907,Seeder,84.98335724408676,7.594120758993146,3.6949850419920662,42.8418029126848,,3.441838383549052,105.77,28.63,Silty,Slightly Hilly
908,Rotavator,96.34182323444529,5.818266806885684,3.7599639114519774,32.87993186717835,20.000413843597798,,18.4,4.89,Loamy,Very Hilly
910,Rotavator,88.44568934393018,3.0601007458976763,4.386901111673574,45.34887034353938,13.901280685790589,,11.76,2.68,Loamy,Slightly Hilly
911,Harrow,98.79591385414345,6.950538772130631,3.9833187843534934,81.7813801182406,20.647270263797495,,86.17,21.63,Clay,Very Hilly
912,Plow,91.98852344867342,8.172691073180797,3.6836075048180534,68.64971670786916,26.829575522754208,,54.05,14.67,Sandy,Slightly Hilly
913,Plow,98.03437484537375,8.25355861255016,4.183421913690918,65.29710507880942,28.98624981758191,,74.74,17.87,Sandy,Hilly
914,Rotavator,81.031911989416,5.544326511969913,3.7486709947971066,55.07911232966441,14.581397889072832,,19.16,5.11,Sandy,Slightly Hilly
915,Harrow,89.56685061924094,3.2210622233622317,3.6926655492730096,33.1322770352494,13.594350226218866,,8.89,2.41,Loamy,Slightly Hilly
916,Sprayer,83.45107192856845,2.0704717633970047,4.850540762521178,65.00636868515744,,2.6267846968244157,55.75,11.49,Silty,Very Hilly
917,Sprayer,82.58108248218451,6.652623971579194,4.903753084321843,61.56589374608444,,1.3629562163186575,130.03,26.52,Clay,Slightly Hilly
918,Harrow,92.8581797235504,7.667539824760643,1.9234486907442914,49.68346647426985,17.410926030854466,,16.93,8.8,Sandy,Hilly
919,Sprayer,90.53686155849616,2.4553133158944913,4.92439167170474,75.46255927645711,,1.9828944627132632,68.72,13.96,Silty,Hilly
920,Sprayer,75.75310800205675,4.874507800075659,4.92852065295276,96.18446728797723,,1.274242048071914,85.98,17.45,Loamy,Hilly
921,Rotavator,78.18427837411181,2.281744465768859,4.513793126410142,82.9973293525406,25.313114485083634,,34.73,7.69,Silty,Hilly
922,Plow,55.21033407331189,9.982749813501758,3.889256534721354,38.57363305866012,5.272626496857045,,7.13,1.83,Clay,Slightly Hilly
923,Sprayer,74.52315435410877,7.731356581320111,4.751141632293355,89.60319701487222,,1.580832502891491,159.04,33.47,Loamy,Slightly Hilly
924,Sprayer,52.03229235840659,9.946957354306825,3.728083254050741,30.77327164429494,,3.55923548725138,60.72,16.29,Sandy,Hilly
925,Plow,60.986450596384536,5.717962212331367,1.4516978041030164,46.42675073927119,16.539442362367026,,4.94,3.4,Loamy,Very Hilly
926,Rotavator,66.14054753769626,2.770556897493157,1.7369063536478127,92.54627657590478,9.838402624226193,,5.92,3.41,Clay,Hilly
927,Rotavator,71.56128830837409,9.15434707128729,3.992014549981228,90.06009892009779,25.884667453510712,,87.14,21.83,Silty,Hilly
928,Harrow,55.01099278517231,2.579480196704509,1.2216215821089171,54.65535268820656,22.733550863430388,,6.3,5.16,Silty,Flat
929,Rotavator,96.72473436584724,3.61536835972517,3.3935594962368985,94.11602715956602,21.492281765190516,,29.58,8.72,Loamy,Very Hilly
930,Seeder,53.33279428985867,4.495658079435263,2.611821955520913,42.684494823342135,,1.251723351909988,7.65,2.93,Sandy,Slightly Hilly
931,Rotavator,85.25706660577862,9.056680866215356,0.7582327707876488,62.9829669338094,13.914717932552877,,12.73,16.79,Silty,Flat
932,Sprayer,76.72302016371984,6.06779098319792,3.9948629133109432,54.87317978639886,,2.6294356398925913,103.83,25.99,Silty,Slightly Hilly
933,Rotavator,79.424463364511,2.402944898332719,1.4276789043212166,94.82043770893162,28.841038532826712,,12.19,8.54,Loamy,Flat
934,Rotavator,60.33190037701592,5.616149726773822,1.3979001181058681,86.27621038701105,20.941456149642047,,9.86,7.05,Loamy,Very Hilly
935,Harrow,75.24141315770116,6.19076962918611,1.8792691387147675,46.57047845617682,7.748144014078399,,3.93,2.09,Loamy,Very Hilly
936,Rotavator,95.09287717424058,8.936220035177096,1.859100026957197,46.10357133518488,17.099611222096748,,21.43,11.52,Sandy,Flat
937,Plow,61.26224976118142,5.874496102713277,2.8185868538018006,87.35754804307882,27.776958181224007,,46.29,16.42,Loamy,Slightly Hilly
938,Harrow,86.00364458276837,2.1968770221314404,4.0510574889662045,47.20965536961181,13.61003515713223,,13.83,3.41,Clay,Flat
939,Rotavator,84.1912995169765,3.3997550882103136,0.8676047444638499,71.05298272587093,19.58215265410371,,4.84,5.58,Sandy,Hilly
940,Rotavator,89.56771428510444,7.684610549244706,0.8065878152364461,45.18210768025956,27.312471424849743,,9.84,12.2,Clay,Very Hilly
941,Rotavator,69.38744853705015,9.2412681285838,1.097795310093192,56.54778940423168,26.532602632407652,,15.13,13.78,Sandy,Slightly Hilly
942,Rotavator,71.64334304832748,4.902444740306866,3.9246722060290957,65.771164278882,12.05246917285476,,23.8,6.06,Clay,Slightly Hilly
943,Harrow,63.59904648774808,4.974674890008611,1.8899203699145608,95.07723579365731,20.625283327252415,,19.94,10.55,Loamy,Very Hilly
944,Seeder,89.45681689299364,4.16523093351127,2.8543524429992067,68.04986138199025,,1.8531477047196563,35.37,12.39,Loamy,Hilly
945,Seeder,55.880067804975084,6.172239933355369,2.738588218552556,71.02454239063084,,1.0045181823223928,18.04,6.59,Clay,Slightly Hilly
946,Plow,94.18428264851309,8.94257672975674,4.4198879775041915,86.96198234101851,29.455797736737846,,113.28,25.63,Silty,Very Hilly
947,Harrow,60.83102020404877,3.4788587364492347,4.996056788565692,60.215091278667856,6.963145495806246,,10.57,2.12,Loamy,Slightly Hilly
948,Harrow,84.33288120680652,6.892523480609861,4.158909139869582,85.96505644302376,23.839474099950582,,103.18,24.81,Clay,Very Hilly
949,Seeder,88.18050596521732,4.496536249347633,1.8299637865189458,54.99122104834976,,3.840457884236482,58.46,31.95,Clay,Slightly Hilly
950,Plow,51.98820227302149,7.92778960250974,0.5299105042085535,62.850946540679914,9.140745821678149,,1.32,2.5,Sandy,Hilly
951,Rotavator,77.25185228674118,9.707736748262516,3.9540337196311794,64.42437954722482,14.14970208638869,,34.24,8.66,Loamy,Hilly
952,Harrow,85.51889316834006,8.06872941823202,2.7852098721360186,87.49157322216189,19.597911974487193,,60.7,21.79,Loamy,Flat
953,Harrow,72.99461689927664,9.401049365310485,1.186034150553827,93.13469412650592,5.476436081784959,,7.3,6.15,Loamy,Very Hilly
954,Harrow,58.22362223034214,4.2807447906911,3.253345665532799,67.35794374100021,7.521537223416287,,6.05,1.86,Silty,Very Hilly
955,Rotavator,57.06487880466702,4.592427238088266,4.721137154807164,36.32994629993014,14.384914076730755,,13.5,2.86,Clay,Slightly Hilly
956,Rotavator,63.12276037715984,4.60407807749667,4.384110857835196,78.21814997849151,20.06699439887418,,26.65,6.08,Loamy,Very Hilly
957,Seeder,74.98096079228567,5.69099863041111,1.0669887273140248,87.34119031427426,,3.966285360124251,31.27,29.31,Clay,Very Hilly
958,Plow,88.5736186513598,3.3138679999094363,3.4370521003049124,91.23181356170765,19.704126139617017,,20.9,6.08,Sandy,Slightly Hilly
959,Sprayer,54.49323718354523,9.806397625343962,3.318017128449302,73.17961078952128,,2.5113166985998228,79.49,23.96,Loamy,Very Hilly
